,Disease_name,Drug_name,absorption,solubility,toxicity,Due_to_Deficiency_of
10761,Pancreatic Cancer,capecitabine,Moderate,Lipid-soluble,Highly toxic,Electrolytes
10762,Pancreatic Cancer,everolimus,High,Water-soluble,Mildly toxic,Electrolytes
10763,Pancreatic Cancer,paclitaxel protein-bound,High,Poorly soluble,Mildly toxic,Electrolytes
10764,Pancreatic Cancer,pancreatin,High,Sparingly soluble,Highly toxic,Electrolytes
10765,Pancreatic Cancer,methotrexate,Moderate,Poorly soluble,Mildly toxic,Electrolytes
10766,Pancreatic Cancer,irinotecan liposomal,Low,Sparingly soluble,Non-toxic,Electrolytes
10767,Pancreatic Cancer,erlotinib,Low,Water-soluble,Highly toxic,Electrolytes
10768,Pancreatic Cancer,bevacizumab,Moderate,Poorly soluble,Mildly toxic,Electrolytes
10769,Pancreatic Cancer,sunitinib,Low,Lipid-soluble,Mildly toxic,Electrolytes
10770,Pancreatic Cancer,mitomycin,Low,Poorly soluble,Non-toxic,Electrolytes
10771,Pancreatic Cancer,streptozocin,High,Poorly soluble,Highly toxic,Electrolytes
10772,Pancreatic Cancer,cetuximab,High,Water-soluble,Mildly toxic,Electrolytes
10773,Pancreatic Cancer,olaparib,Low,Lipid-soluble,Highly toxic,Electrolytes
10774,Pancreatic Exocrine Dysfunction,pancrelipase,Low,Poorly soluble,Non-toxic,Electrolytes
10775,Pancreatic Secretion,sincalide,Low,Poorly soluble,Highly toxic,Electrolytes
10776,Pancreatitis,pancreatin,High,Water-soluble,Highly toxic,Pancreatic Enzymes
10777,Pancreatitis,albumin human,Low,Lipid-soluble,Highly toxic,Pancreatic Enzymes
10778,"Diabetes, Type 3c",metformin,Low,Sparingly soluble,Mildly toxic,Insulin
10779,PANDAS Syndrome,fluoxetine,Moderate,Sparingly soluble,Non-toxic,Electrolytes
10780,Panic Disorder,clonazepam,Low,Lipid-soluble,Highly toxic,Electrolytes
10781,Panic Disorder,alprazolam,Moderate,Poorly soluble,Mildly toxic,Electrolytes
10782,Panic Disorder,lorazepam,Low,Water-soluble,Highly toxic,Electrolytes
10783,Panic Disorder,buspirone,High,Lipid-soluble,Highly toxic,Electrolytes
10784,Panic Disorder,sertraline,High,Water-soluble,Highly toxic,Electrolytes
10785,Panic Disorder,propranolol,Moderate,Water-soluble,Mildly toxic,Electrolytes
10786,Panic Disorder,fluoxetine,High,Poorly soluble,Non-toxic,Electrolytes
10787,Panic Disorder,citalopram,Moderate,Sparingly soluble,Highly toxic,Electrolytes
10788,Panic Disorder,venlafaxine,Low,Poorly soluble,Highly toxic,Electrolytes
10789,Panic Disorder,bupropion,High,Lipid-soluble,Highly toxic,Electrolytes
10790,Panic Disorder,paroxetine,Moderate,Sparingly soluble,Highly toxic,Electrolytes
10791,Panic Disorder,clonazepam,High,Sparingly soluble,Non-toxic,Electrolytes
10792,Panic Disorder,alprazolam,High,Poorly soluble,Mildly toxic,Electrolytes
10793,Panic Disorder,lorazepam,High,Sparingly soluble,Highly toxic,Electrolytes
10794,Panic Disorder,buspirone,Moderate,Water-soluble,Highly toxic,Electrolytes
10795,Panic Disorder,sertraline,Low,Poorly soluble,Non-toxic,Electrolytes
10796,Panic Disorder,propranolol,High,Lipid-soluble,Mildly toxic,Electrolytes
10797,Panic Disorder,fluoxetine,High,Water-soluble,Non-toxic,Electrolytes
10798,Panic Disorder,citalopram,High,Water-soluble,Mildly toxic,Electrolytes
10799,Panic Disorder,venlafaxine,Moderate,Poorly soluble,Mildly toxic,Electrolytes
10800,Panic Disorder,bupropion,Low,Sparingly soluble,Mildly toxic,Electrolytes
10801,Panic Disorder,paroxetine,High,Water-soluble,Non-toxic,Electrolytes
10802,Panic Disorder,clonazepam,High,Poorly soluble,Highly toxic,Electrolytes
10803,Panic Disorder,alprazolam,High,Water-soluble,Highly toxic,Electrolytes
10804,Panic Disorder,lorazepam,Moderate,Water-soluble,Mildly toxic,Electrolytes
10805,Panic Disorder,buspirone,Low,Poorly soluble,Non-toxic,Electrolytes
10806,Panic Disorder,sertraline,Moderate,Poorly soluble,Mildly toxic,Electrolytes
10807,Panic Disorder,propranolol,Low,Water-soluble,Mildly toxic,Electrolytes
10808,Panic Disorder,fluoxetine,Moderate,Poorly soluble,Mildly toxic,Electrolytes
10809,Panic Disorder,citalopram,High,Lipid-soluble,Highly toxic,Electrolytes
10810,Panic Disorder,venlafaxine,Low,Water-soluble,Highly toxic,Electrolytes
10811,Panic Disorder,bupropion,Moderate,Water-soluble,Highly toxic,Electrolytes
10812,Panic Disorder,paroxetine,Low,Lipid-soluble,Non-toxic,Electrolytes
10813,Paracoccidioidomycosis,amphotericin b,High,Poorly soluble,Mildly toxic,Electrolytes
10814,Paracoccidioidomycosis,itraconazole,Low,Water-soluble,Highly toxic,Electrolytes
10815,Paracoccidioidomycosis,ketoconazole,High,Poorly soluble,Highly toxic,Electrolytes
10816,Paraganglioma,iobenguane I 131,Moderate,Water-soluble,Non-toxic,Electrolytes
10817,"Paragonimus westermani, Lung Fluke",praziquantel,Moderate,Water-soluble,Mildly toxic,Antibodies
10818,Paranoid Disorder,risperidone,High,Poorly soluble,Highly toxic,Electrolytes
10819,Paranoid Disorder,quetiapine,High,Poorly soluble,Highly toxic,Electrolytes
10820,Paranoid Disorder,olanzapine,High,Water-soluble,Mildly toxic,Electrolytes
10821,Paranoid Disorder,clozapine,Low,Poorly soluble,Mildly toxic,Electrolytes
10822,Paranoid Disorder,ziprasidone,Moderate,Poorly soluble,Mildly toxic,Electrolytes
10823,Paranoid Disorder,risperidone,High,Sparingly soluble,Non-toxic,Electrolytes
10824,Paranoid Disorder,quetiapine,Low,Poorly soluble,Mildly toxic,Electrolytes
10825,Paranoid Disorder,olanzapine,Moderate,Lipid-soluble,Non-toxic,Electrolytes
10826,Paranoid Disorder,clozapine,Moderate,Water-soluble,Non-toxic,Electrolytes
10827,Paranoid Disorder,ziprasidone,Low,Lipid-soluble,Non-toxic,Electrolytes
10828,Schizophrenia,risperidone,Moderate,Sparingly soluble,Non-toxic,Dopamine
10829,Schizophrenia,clozapine,Moderate,Sparingly soluble,Highly toxic,Dopamine
10830,Schizophrenia,olanzapine,Low,Water-soluble,Mildly toxic,Dopamine
10831,Schizophrenia,quetiapine,High,Lipid-soluble,Mildly toxic,Dopamine
10832,Schizophrenia,aripiprazole,Low,Sparingly soluble,Mildly toxic,Dopamine
10833,Schizophrenia,chlorpromazine,Low,Lipid-soluble,Non-toxic,Dopamine
10834,Schizophrenia,paliperidone,Moderate,Water-soluble,Mildly toxic,Dopamine
10835,Schizophrenia,ziprasidone,High,Sparingly soluble,Non-toxic,Dopamine
10836,Schizophrenia,loxapine,High,Water-soluble,Mildly toxic,Dopamine
10837,Total Parenteral Nutrition,parenteral nutrition solution w / electrolytes,High,Lipid-soluble,Highly toxic,Electrolytes
10838,Total Parenteral Nutrition,fat emulsion,Low,Water-soluble,Non-toxic,Electrolytes
10839,Total Parenteral Nutrition,parenteral nutrition solution,High,Poorly soluble,Mildly toxic,Electrolytes
10840,Total Parenteral Nutrition,chromic chloride hexahydrate,Low,Sparingly soluble,Non-toxic,Electrolytes
10841,Total Parenteral Nutrition,trace elements,High,Poorly soluble,Highly toxic,Electrolytes
10842,Parkinson's Disease,carbidopa / levodopa,Low,Lipid-soluble,Highly toxic,Dopamine
10843,Parkinson's Disease,ropinirole,Moderate,Lipid-soluble,Mildly toxic,Dopamine
10844,Parkinson's Disease,amantadine,Moderate,Lipid-soluble,Mildly toxic,Dopamine
10845,Parkinson's Disease,pramipexole,Low,Sparingly soluble,Non-toxic,Dopamine
10846,Parkinson's Disease,selegiline,High,Water-soluble,Mildly toxic,Dopamine
10847,Parkinson's Disease,rasagiline,Low,Sparingly soluble,Highly toxic,Dopamine
10848,Parkinson's Disease,benztropine,Low,Lipid-soluble,Mildly toxic,Dopamine
10849,Parkinson's Disease,trihexyphenidyl,Moderate,Water-soluble,Non-toxic,Dopamine
10850,Parkinson's Disease,entacapone,Moderate,Sparingly soluble,Highly toxic,Dopamine
10851,Parkinson's Disease,carbidopa / entacapone / levodopa,Moderate,Sparingly soluble,Non-toxic,Dopamine
10852,Parkinson's Disease Psychosis,pimavanserin,High,Sparingly soluble,Non-toxic,Dopamine
10853,Parkinsonian Tremor,carbidopa,Moderate,Lipid-soluble,Highly toxic,Dopamine
10854,Parkinsonian Tremor,zonisamide,High,Lipid-soluble,Highly toxic,Dopamine
10855,Parkinsonian Tremor,scopolamine,Moderate,Sparingly soluble,Highly toxic,Dopamine
10856,Parkinsonian Tremor,nadolol,Moderate,Sparingly soluble,Highly toxic,Dopamine
10857,Parkinsonian Tremor,belladonna,Low,Lipid-soluble,Non-toxic,Dopamine
10858,Parkinsonism,levodopa,High,Water-soluble,Mildly toxic,Dopamine
10859,Paronychia,nystatin,Low,Sparingly soluble,Non-toxic,Electrolytes
10860,Paronychia,clotrimazole,Low,Water-soluble,Non-toxic,Electrolytes
10861,Paronychia,mupirocin,High,Sparingly soluble,Highly toxic,Electrolytes
10862,Paronychia,econazole,Moderate,Water-soluble,Highly toxic,Electrolytes
10863,Paronychia,bacitracin / neomycin / polymyxin b,Low,Lipid-soluble,Non-toxic,Electrolytes
10864,Paronychia,bacitracin / hydrocortisone / neomycin / polymyxin b,Low,Sparingly soluble,Non-toxic,Electrolytes
10865,Paronychia,gentamicin,Moderate,Water-soluble,Mildly toxic,Electrolytes
10866,Atrial Fibrillation,digoxin,Moderate,Water-soluble,Highly toxic,Electrolytes
10867,Atrial Fibrillation,metoprolol,High,Poorly soluble,Mildly toxic,Electrolytes
10868,Atrial Fibrillation,diltiazem,Moderate,Sparingly soluble,Mildly toxic,Electrolytes
10869,Atrial Fibrillation,flecainide,Low,Sparingly soluble,Non-toxic,Electrolytes
10870,Atrial Fibrillation,sotalol,Moderate,Lipid-soluble,Non-toxic,Electrolytes
10871,Atrial Fibrillation,carvedilol,Moderate,Water-soluble,Non-toxic,Electrolytes
10872,Atrial Fibrillation,propafenone,High,Water-soluble,Highly toxic,Electrolytes
10873,Atrial Fibrillation,rivaroxaban,Low,Lipid-soluble,Mildly toxic,Electrolytes
10874,Atrial Fibrillation,dronedarone,Low,Sparingly soluble,Highly toxic,Electrolytes
10875,Atrial Fibrillation,clonidine,High,Sparingly soluble,Non-toxic,Electrolytes
10876,Atrial Fibrillation,propranolol,Low,Sparingly soluble,Non-toxic,Electrolytes
10877,Paroxysmal Supraventricular Tachycardia,flecainide,High,Lipid-soluble,Mildly toxic,Electrolytes
10878,Paroxysmal Nocturnal Hemoglobinuria,eculizumab,Moderate,Poorly soluble,Highly toxic,Electrolytes
10879,Paroxysmal Nocturnal Hemoglobinuria,ravulizumab,High,Lipid-soluble,Non-toxic,Electrolytes
10880,Paroxysmal Supraventricular Tachycardia,flecainide,Low,Water-soluble,Highly toxic,Electrolytes
10881,Muscle Pain,ibuprofen,High,Lipid-soluble,Highly toxic,Electrolytes
10882,Muscle Pain,naproxen,Low,Poorly soluble,Mildly toxic,Electrolytes
10883,Muscle Pain,acetaminophen,High,Poorly soluble,Non-toxic,Electrolytes
10884,Muscle Pain,diclofenac,Moderate,Poorly soluble,Non-toxic,Electrolytes
10885,Muscle Pain,nabumetone,Low,Sparingly soluble,Non-toxic,Electrolytes
10886,Patency Maintenance of Indwelling Intravenous Devices,heparin flush,High,Sparingly soluble,Non-toxic,Electrolytes
10887,Patent Ductus Arteriosus,indomethacin,Low,Sparingly soluble,Highly toxic,Electrolytes
10888,Patent Ductus Arteriosus,ibuprofen,Moderate,Lipid-soluble,Highly toxic,Electrolytes
10889,Patent Ductus Arteriosus,alprostadil,Low,Poorly soluble,Mildly toxic,Electrolytes
10890,Pathological Hypersecretory Conditions,ranitidine,Moderate,Lipid-soluble,Highly toxic,Electrolytes
10891,Pathological Hypersecretory Conditions,esomeprazole,Low,Poorly soluble,Highly toxic,Electrolytes
10892,Pathological Hypersecretory Conditions,famotidine,High,Water-soluble,Highly toxic,Electrolytes
10893,Pathological Hypersecretory Disorder,magnesium oxide,High,Lipid-soluble,Non-toxic,Electrolytes
10894,Excoriation Disorder,fluoxetine,Low,Lipid-soluble,Non-toxic,Electrolytes
10895,Excoriation Disorder,paroxetine,Low,Water-soluble,Highly toxic,Electrolytes
10896,Excoriation Disorder,citalopram,High,Lipid-soluble,Non-toxic,Electrolytes
10897,Night Terrors,clonazepam,Low,Sparingly soluble,Non-toxic,Electrolytes
10898,Night Terrors,diazepam,Moderate,Poorly soluble,Mildly toxic,Electrolytes
10899,Night Terrors,imipramine,Moderate,Sparingly soluble,Highly toxic,Electrolytes
10900,Pseudobulbar Affect,dextromethorphan / quinidine,Low,Sparingly soluble,Mildly toxic,Electrolytes
10901,Primary Biliary Cholangitis,ursodiol,Low,Sparingly soluble,Non-toxic,Electrolytes
10902,Primary Biliary Cholangitis,colchicine,Low,Poorly soluble,Highly toxic,Electrolytes
10903,Primary Biliary Cholangitis,azathioprine,Low,Poorly soluble,Non-toxic,Electrolytes
10904,Primary Biliary Cholangitis,obeticholic acid,Low,Water-soluble,Non-toxic,Electrolytes
10905,Polycystic Ovary Syndrome,metformin,Low,Water-soluble,Non-toxic,Electrolytes
10906,Polycystic Ovary Syndrome,ethinyl estradiol / levonorgestrel,High,Water-soluble,Highly toxic,Electrolytes
10907,Polycystic Ovary Syndrome,desogestrel / ethinyl estradiol,High,Water-soluble,Highly toxic,Electrolytes
10908,Polycystic Ovary Syndrome,ethinyl estradiol / norethindrone,Low,Sparingly soluble,Non-toxic,Electrolytes
10909,Polycystic Ovary Syndrome,drospirenone / ethinyl estradiol,Low,Lipid-soluble,Highly toxic,Electrolytes
10910,Polycystic Ovary Syndrome,drospirenone / ethinyl estradiol / levomefolate calcium,Low,Lipid-soluble,Mildly toxic,Electrolytes
10911,Postpartum Depression,sertraline,Moderate,Water-soluble,Highly toxic,Serotonin
10912,Postpartum Depression,citalopram,High,Water-soluble,Highly toxic,Serotonin
10913,Postpartum Depression,fluoxetine,Moderate,Poorly soluble,Non-toxic,Serotonin
10914,Postpartum Depression,venlafaxine,Low,Lipid-soluble,Mildly toxic,Serotonin
10915,Postpartum Depression,paroxetine,Moderate,Lipid-soluble,Mildly toxic,Serotonin
10916,Postpartum Depression,brexanolone,Moderate,Lipid-soluble,Mildly toxic,Serotonin
10917,Tympanostomy Tube Placement Surgery,ciprofloxacin,Low,Lipid-soluble,Mildly toxic,Electrolytes
10918,Pediatric Angiocardiography,ioversol,Low,Lipid-soluble,Non-toxic,Electrolytes
10919,PANDAS Syndrome,fluoxetine,Low,Water-soluble,Non-toxic,Electrolytes
10920,Pediatric Growth Hormone Deficiency,somatropin,Low,Lipid-soluble,Highly toxic,Electrolytes
10921,Head Lice,malathion,High,Sparingly soluble,Non-toxic,Electrolytes
10922,Head Lice,permethrin,Moderate,Water-soluble,Non-toxic,Electrolytes
10923,Head Lice,piperonyl butoxide / pyrethrins,High,Sparingly soluble,Highly toxic,Electrolytes
10924,Head Lice,ivermectin,High,Sparingly soluble,Highly toxic,Electrolytes
10925,Head Lice,spinosad,Moderate,Sparingly soluble,Highly toxic,Electrolytes
10926,Head Lice,benzyl alcohol,High,Sparingly soluble,Mildly toxic,Electrolytes
10927,Head Lice,lindane,Moderate,Water-soluble,Non-toxic,Electrolytes
10928,Head Lice,sodium chloride,High,Lipid-soluble,Highly toxic,Electrolytes
10929,Head Lice,acetic acid,Moderate,Poorly soluble,Mildly toxic,Electrolytes
10930,Lice,permethrin,Low,Water-soluble,Highly toxic,Electrolytes
10931,Lice,lindane,Moderate,Lipid-soluble,Non-toxic,Electrolytes
10932,Lice,piperonyl butoxide / pyrethrins,Low,Water-soluble,Non-toxic,Electrolytes
10933,Lice,spinosad,High,Lipid-soluble,Highly toxic,Electrolytes
10934,Pellagra,niacin,Low,Sparingly soluble,Mildly toxic,Vitamin B3
10935,Pelvic Infections,ertapenem,Low,Lipid-soluble,Non-toxic,Antibodies
10936,Pelvic Infections,cilastatin / imipenem,Moderate,Sparingly soluble,Highly toxic,Antibodies
10937,Pelvic Inflammatory Disease,doxycycline,Low,Sparingly soluble,Mildly toxic,Electrolytes
10938,Pelvic Inflammatory Disease,metronidazole,High,Lipid-soluble,Mildly toxic,Electrolytes
10939,Pelvic Inflammatory Disease,clindamycin,Moderate,Poorly soluble,Non-toxic,Electrolytes
10940,Pelvic Inflammatory Disease,azithromycin,Low,Water-soluble,Highly toxic,Electrolytes
10941,Pelvic Inflammatory Disease,ceftriaxone,High,Lipid-soluble,Mildly toxic,Electrolytes
10942,Pelvic Inflammatory Disease,levofloxacin,Low,Water-soluble,Highly toxic,Electrolytes
10943,Pelvic Inflammatory Disease,cefotaxime,Moderate,Sparingly soluble,Highly toxic,Electrolytes
10944,Pelvic Inflammatory Disease,ofloxacin,High,Sparingly soluble,Mildly toxic,Electrolytes
10945,Pelvic Inflammatory Disease,ceftazidime,Moderate,Lipid-soluble,Non-toxic,Electrolytes
10946,Pemphigoid,dapsone,Low,Water-soluble,Non-toxic,Electrolytes
10947,Pemphigoid,prednisone,Moderate,Lipid-soluble,Non-toxic,Electrolytes
10948,Pemphigoid,prednisolone,High,Sparingly soluble,Highly toxic,Electrolytes
10949,Pemphigoid,doxycycline,Moderate,Lipid-soluble,Highly toxic,Electrolytes
10950,Pemphigoid,azathioprine,Low,Sparingly soluble,Non-toxic,Electrolytes
10951,Pemphigoid,mycophenolate mofetil,Moderate,Poorly soluble,Non-toxic,Electrolytes
10952,Pemphigoid,methotrexate,Moderate,Poorly soluble,Highly toxic,Electrolytes
10953,Pemphigoid,minocycline,Moderate,Poorly soluble,Non-toxic,Electrolytes
10954,Pemphigoid,erythromycin,Moderate,Sparingly soluble,Mildly toxic,Electrolytes
10955,Pemphigoid,rituximab,Moderate,Lipid-soluble,Mildly toxic,Electrolytes
10956,Pemphigoid,tetracycline,High,Lipid-soluble,Mildly toxic,Electrolytes
10957,Pemphigoid,cyclophosphamide,Low,Water-soluble,Highly toxic,Electrolytes
10958,Pemphigus,prednisone,Moderate,Water-soluble,Non-toxic,Electrolytes
10959,Pemphigus,dapsone,Low,Poorly soluble,Mildly toxic,Electrolytes
10960,Pemphigus,niacinamide,Low,Sparingly soluble,Non-toxic,Electrolytes
10961,Pemphigus,azathioprine,Moderate,Poorly soluble,Non-toxic,Electrolytes
10962,Pemphigus,prednisolone,High,Sparingly soluble,Non-toxic,Electrolytes
10963,Pemphigus,rituximab,Moderate,Water-soluble,Non-toxic,Electrolytes
10964,Pemphigus,methotrexate,Low,Sparingly soluble,Mildly toxic,Electrolytes
10965,Pemphigus,mycophenolate mofetil,Moderate,Sparingly soluble,Non-toxic,Electrolytes
10966,Pemphigus,dexamethasone,Moderate,Lipid-soluble,Highly toxic,Electrolytes
10967,Pemphigus,doxycycline,Low,Sparingly soluble,Highly toxic,Electrolytes
10968,Pemphigus,cyclophosphamide,Low,Water-soluble,Non-toxic,Electrolytes
10969,Pemphigus,tetracycline,High,Water-soluble,Non-toxic,Electrolytes
10970,Pemphigus,cyclosporine,Moderate,Sparingly soluble,Non-toxic,Electrolytes
10971,Pemphigus,minocycline,Low,Water-soluble,Highly toxic,Electrolytes
10972,Pemphigus Vulgaris,rituximab,Low,Lipid-soluble,Non-toxic,Electrolytes
10973,Penicillin Sensitization Testing,benzylpenicilloyl-polylysine,High,Water-soluble,Mildly toxic,Electrolytes
10974,Peptic Ulcer,pantoprazole,Low,Sparingly soluble,Highly toxic,Gastric Mucus
10975,Peptic Ulcer,famotidine,High,Lipid-soluble,Non-toxic,Gastric Mucus
10976,Peptic Ulcer,glycopyrrolate,Moderate,Poorly soluble,Mildly toxic,Gastric Mucus
10977,Peptic Ulcer,chlordiazepoxide / clidinium,Low,Sparingly soluble,Non-toxic,Gastric Mucus
10978,Peptic Ulcer,aluminum hydroxide,High,Water-soluble,Highly toxic,Gastric Mucus
10979,Peptic Ulcer,methscopolamine,Low,Poorly soluble,Highly toxic,Gastric Mucus
10980,Peptic Ulcer,propantheline,Moderate,Water-soluble,Highly toxic,Gastric Mucus
10981,Peptic Ulcer,belladonna,High,Lipid-soluble,Mildly toxic,Gastric Mucus
10982,Peptic Ulcer,clidinium,High,Sparingly soluble,Highly toxic,Gastric Mucus
10983,Percutaneous Coronary Intervention,clopidogrel,High,Sparingly soluble,Highly toxic,Electrolytes
10984,Percutaneous Coronary Intervention,eptifibatide,Moderate,Lipid-soluble,Mildly toxic,Electrolytes
10985,Percutaneous Coronary Intervention,bivalirudin,High,Water-soluble,Non-toxic,Electrolytes
10986,Percutaneous Coronary Intervention,cangrelor,Moderate,Water-soluble,Mildly toxic,Electrolytes
10987,Performance Anxiety,propranolol,Low,Water-soluble,Highly toxic,GABA
10988,Dental Abscess,amoxicillin,High,Lipid-soluble,Highly toxic,Electrolytes
10989,Dental Abscess,metronidazole,High,Poorly soluble,Mildly toxic,Electrolytes
10990,Dental Abscess,clarithromycin,Moderate,Sparingly soluble,Highly toxic,Electrolytes
10991,Dental Abscess,erythromycin,High,Lipid-soluble,Highly toxic,Electrolytes
10992,Perimenopausal Symptoms,progesterone,Moderate,Sparingly soluble,Highly toxic,Electrolytes
10993,Perimenopausal Symptoms,clonidine,Low,Water-soluble,Highly toxic,Electrolytes
10994,Perimenopausal Symptoms,estradiol / progesterone,Low,Poorly soluble,Non-toxic,Electrolytes
10995,Perimenopausal Symptoms,ospemifene,Moderate,Poorly soluble,Highly toxic,Electrolytes
10996,Period Pain (Dysmenorrhea),ibuprofen,Low,Poorly soluble,Mildly toxic,Electrolytes
